sr_no,company,typename,Inches,Cpu_brand,Cpu_name,Cpu_speed,RAM,Storage_type,Primary_Memory,Secondary_memory,Gpu_brand,Gpu_name,OS,weight,Price,Resolution_width,Resolution_height,TouchScreen
183,Toshiba,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620",Windows,2.00,42251,1366,768,0
184,Xiaomi,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Nvidia," GeForce MX150","No OS",1.95,63883,1920,1080,0
185,Dell,Notebook,17.3,Intel," Core i7 8550U ",1.8,16,SSD,512,0,Nvidia," GeForce 150MX",Windows,2.77,82531,1920,1080,1
186,Dell,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,512,0,Nvidia," GeForce GTX 1050",Windows,2.06,127712,3840,2160,1
187,Lenovo,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050","No OS",2.40,41505,1920,1080,0
188,Acer,Ultrabook,13.3,Intel," Core i5 7Y54 ",1.2,8,SSD,256,0,Intel," HD Graphics 615",Windows,1.12,52694,1920,1080,0
189,Dell,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,Hybrid,128,1024,AMD," Radeon 530",Windows,2.80,57809,1920,1080,0
191,Vero,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.30,13853,1920,1080,0
192,Xiaomi,Ultrabook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce MX150","No OS",1.30,53275,1920,1080,0
193,Lenovo,Notebook,17.3,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Nvidia," GeForce MX150","No OS",2.80,37189,1600,900,0
194,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,8,HDD,1024,0,Intel," UHD Graphics 620",Windows,1.62,44702,1920,1080,1
195,HP,Notebook,17.3,Intel," Core i5 8250U ",1.6,8,HDD,1024,0,Nvidia," GeForce 930MX",Windows,2.50,48698,1920,1080,0
196,Razer,Gaming,17.3,Intel," Core i7 7820HK ",2.9,32,SSD,1024,0,Nvidia," GeForce GTX 1080",Windows,3.49,324955,3840,2160,1
197,HP,Notebook,13.3,Intel," Core i5 8250U ",1.6,8,SSD,512,0,Intel," UHD Graphics 620",Windows,1.49,51096,1920,1080,0
198,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050",Windows,3.35,73473,1920,1080,0
199,HP,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Nvidia," GeForce 930MX ",Windows,2.50,55678,1920,1080,0
200,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,512,1024,Nvidia," GeForce GTX 1060",Windows,2.65,98302,3840,2160,0
201,Lenovo,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,2.10,26267,1366,768,0
202,Acer,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce 940MX",Windows,2.23,39534,1920,1080,0
203,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,512,1024,Nvidia," GeForce GTX 1060",Windows,3.20,93187,1920,1080,0
204,Dell,Workstation,15.6,Intel," Xeon E3-1505M V6 ",3.0,16,Hybrid,256,1024,Nvidia," Quadro M1200",Windows,2.80,162770,3840,2160,0
205,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,512,0,Nvidia," GeForce GTX 1060","No OS",2.40,74485,1920,1080,0
206,Dell,Notebook,15.6,Intel," Core i3 7100U ",2.4,6,HDD,1024,0,Intel," HD Graphics 620",Windows,2.30,23390,1366,768,1
207,Dell,Ultrabook,13.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.21,103843,3840,2160,1
208,Dell,Ultrabook,13.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.27,77203,1920,1080,0
210,Acer,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Linux,2.40,41505,1920,1080,0
211,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050",Windows,2.90,74965,1920,1080,0
212,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520","No OS",2.10,18595,1920,1080,0
213,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620","No OS",2.20,29251,1920,1080,0
214,Huawei,Ultrabook,13.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.05,79867,2160,1440,0
215,Dell,Ultrabook,13.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,AMD," Radeon 530",Windows,1.40,49651,1920,1080,0
216,Lenovo,Notebook,17.3,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 940MX","No OS",2.80,31382,1600,900,0
217,HP,Notebook,14.0,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,1.63,54932,1920,1080,0
218,Dell,Ultrabook,14.0,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.60,61219,1920,1080,0
219,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,16,SSD,512,0,Intel," UHD Graphics 620",Windows,1.62,68145,1920,1080,1
220,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,SSD,256,0,AMD," Radeon 520",Linux,2.20,36089,1920,1080,0
221,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.74,47899,1920,1080,0
222,Toshiba,Ultrabook,13.3,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.20,72621,1920,1080,0
223,HP,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,HDD,1024,0,Intel," UHD Graphics 620",Windows,2.10,42304,1920,1080,0
224,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,4.42,130874,1920,1080,0
225,Acer,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,2.20,44329,1920,1080,0
226,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,16,HDD,1024,0,AMD," Radeon R7 M445",Windows,2.30,45768,1920,1080,1
227,Asus,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 920MX ",Windows,2.00,40972,1920,1080,0
228,Asus,Notebook,17.3,Intel," Core i5 7200U ",2.5,8,Hybrid,256,500,Nvidia," GeForce GTX 950M",Windows,2.69,47472,1920,1080,0
229,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,AMD," FirePro W4190M ",Windows,1.90,67612,1920,1080,0
230,Asus,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,HDD,1024,0,Intel," HD Graphics 620",Windows,2.37,21258,1366,768,0
231,HP,Notebook,15.6,AMD," E-Series 9000e ",1.5,4,HDD,500,0,AMD," Radeon R2",Windows,2.10,17582,1366,768,0
232,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,3.20,79867,1920,1080,0
233,Dell,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.60,45768,1920,1080,0
234,Acer,"2 in 1 Convertible",13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.60,36710,1920,1080,1
235,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,16,SSD,256,0,AMD," Radeon R7 M445",Linux,2.36,47899,1920,1080,0
236,Acer,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Linux,2.10,20779,1366,768,0
237,Asus,Notebook,15.6,AMD," A10-Series A10-9620P ",2.5,4,Hybrid,128,1024,AMD," Radeon R5 M430",Windows,2.20,30636,1920,1080,0
238,Asus,Gaming,17.3,Intel," Core i7 7820HK ",2.9,32,Hybrid,512,1024,Nvidia," GeForce GTX 1080",Windows,4.70,207259,1920,1080,0
239,Acer,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.50,45075,1920,1080,0
240,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,8,SSD,128,0,Intel," HD Graphics 520",Windows,7.20,31382,1366,768,0
241,Asus,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,Hybrid,128,1024,Nvidia," GeForce 150MX",Windows,2.10,61006,1920,1080,0
242,Asus,Notebook,17.3,Intel," Core i7 7500U ",2.7,8,Hybrid,128,1024,Nvidia," GeForce GTX 950M","No OS",2.69,47366,1920,1080,0
243,Dell,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.56,46833,1920,1080,0
244,Lenovo,"2 in 1 Convertible",13.9,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.38,57489,1920,1080,1
245,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,Hybrid,128,2048,AMD," Radeon 530",Windows,2.20,52481,1920,1080,0
246,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,2.04,29784,1366,768,1
247,Asus,Gaming,17.3,Intel," Core i7 7820HK ",2.9,16,SSD,256,0,Nvidia," GeForce GTX 1080",Windows,3.60,159787,1920,1080,0
248,HP,Notebook,13.3,Intel," Core i5 8250U ",1.6,4,HDD,500,0,Intel," UHD Graphics 620",Windows,1.49,35964,1920,1080,0
249,Apple,Ultrabook,13.3,Intel," Core i5 ",3.1,8,SSD,512,0,Intel," Iris Plus Graphics 650",Mac,1.37,108691,2560,1600,0
250,Dell,"2 in 1 Convertible",15.6,Intel," Core i7 8550U ",1.8,8,HDD,1024,0,Intel," UHD Graphics 620",Windows,2.08,43636,1920,1080,1
251,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 980M",Windows,4.30,95851,1920,1080,0
252,Asus,Notebook,15.6,AMD," A9-Series 9420 ",3.0,4,HDD,1024,0,AMD," Radeon R5 M420",Windows,1.68,24988,1366,768,0
253,Lenovo,"2 in 1 Convertible",13.9,Intel," Core i7 8550U ",1.8,8,SSD,512,0,Intel," UHD Graphics 620",Windows,1.37,98515,1920,1080,1
254,Acer,Notebook,17.3,Intel," Core i3 7130U ",2.7,4,SSD,256,0,Nvidia," GeForce MX130",Windows,3.00,37403,1920,1080,0
255,Dell,Ultrabook,13.3,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.41,50563,1920,1080,0
256,HP,Notebook,15.6,AMD," A6-Series A6-9220 ",2.5,8,SSD,128,0,AMD," Radeon R4 Graphics",Windows,1.91,23758,1366,768,0
257,HP,Notebook,17.3,Intel," Core i7 8550U ",1.8,16,HDD,1024,0,Nvidia," GeForce MX150",Windows,2.90,56424,1920,1080,0
258,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,512,1024,Nvidia," GeForce GTX 1070",Windows,4.14,133147,1920,1080,0
259,Lenovo,"2 in 1 Convertible",15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,512,0,Nvidia," GeForce GTX 1050M",Windows,2.00,90523,1920,1080,1
260,Dell,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,Hybrid,128,1024,AMD," Radeon 530",Windows,2.80,60846,1920,1080,0
261,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,SSD,256,0,Intel," HD Graphics 520","No OS",2.20,23656,1920,1080,0
262,HP,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.10,38468,1920,1080,0
263,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Intel," HD Graphics 620",Windows,2.18,35005,1920,1080,0
264,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,AMD," Radeon R5 M430",Windows,2.24,30103,1920,1080,0
265,Dell,"2 in 1 Convertible",15.6,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,2.67,42571,1920,1080,1
266,Asus,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,8,SSD,512,512,Intel," UHD Graphics 620",Windows,4.10,79867,1920,1080,1
268,HP,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,HDD,1024,0,Nvidia," GeForce 930MX ",Windows,2.50,54239,1920,1080,0
269,Lenovo,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,2.05,46886,1920,1080,0
270,Apple,Ultrabook,13.3,Intel," Core i5 ",2.9,8,SSD,512,0,Intel," Iris Graphics 550",Mac,1.37,104370,2560,1600,0
271,Asus,Gaming,17.3,AMD," Ryzen 1700 ",3.0,16,Hybrid,256,1024,AMD," Radeon RX 580",Windows,3.20,82531,1920,1080,0
272,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,256,0,AMD," Radeon 520",Linux,2.14,39165,1920,1080,0
273,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i7 6600U ",2.6,16,SSD,512,0,Intel," HD Graphics 520",Windows,1.36,133147,2560,1440,1
274,Toshiba,Notebook,15.6,Intel," Core i7 6500U ",2.5,8,HDD,500,0,Nvidia," GeForce 930M",Windows,2.20,43263,1366,768,0
275,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,12,HDD,1024,0,Intel," HD Graphics 620",Windows,2.30,37992,1366,768,0
276,Dell,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,Hybrid,128,1024,AMD," Radeon 530",Linux,2.80,58555,1920,1080,0
277,Acer,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,HDD,1024,0,Nvidia," GeForce MX130",Windows,2.20,39694,1920,1080,0
278,Lenovo,Notebook,17.3,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Windows,2.80,26054,1600,900,0
279,Lenovo,Notebook,17.3,Intel," Core i7 8550U ",1.8,8,HDD,2048,0,Nvidia," GeForce MX150","No OS",2.80,45235,1920,1080,0
280,Lenovo,Notebook,17.3,Intel," Core i7 7500U ",2.7,6,Hybrid,128,1024,Nvidia," GeForce 940MX",Windows,2.80,45768,1600,900,0
281,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M430",Linux,2.25,22804,1920,1080,0
282,Lenovo,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.50,44169,1920,1080,0
283,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,6,SSD,256,0,Intel," HD Graphics 620",Windows,2.20,30849,1920,1080,0
284,Acer,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Nvidia," GeForce MX150",Windows,3.00,50669,1920,1080,0
285,Acer,Notebook,15.6,Intel," Core i7 7500U ",2.7,12,HDD,1024,0,Intel," HD Graphics 620",Windows,2.15,35112,1920,1080,1
286,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 630",Windows,1.95,58448,1920,1080,0
287,Asus,Ultrabook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,1.70,52055,1920,1080,0
288,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.50,62817,1920,1080,0
289,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce 940MX","No OS",2.20,35112,1920,1080,0
290,Acer,Notebook,15.6,Intel," Celeron Dual Core 3205U ",1.5,2,SSD,16,0,Intel," HD Graphics","Chrome OS",2.19,10603,1366,768,0
291,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,3.00,63243,1920,1080,0
292,HP,Notebook,17.3,Intel," Core i3 6006U ",2.0,8,HDD,1024,0,Intel," HD Graphics 520",Windows,2.54,26054,1600,900,0
293,Dell,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.00,97449,1920,1080,0
294,Lenovo,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,2.05,39374,1920,1080,0
295,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1060",Windows,3.20,69211,1920,1080,0
296,Acer,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," GeForce GTX 1050 Ti",Linux,2.50,52161,1920,1080,0
297,Dell,Workstation,17.3,Intel," Core i7 7820HQ ",2.9,16,SSD,256,0,Nvidia," Quadro M1200",Windows,3.42,153705,1920,1080,0
298,Lenovo,Notebook,15.6,AMD," A10-Series 9600P ",2.4,6,HDD,1024,0,AMD," Radeon R5 430",Windows,2.40,26587,1920,1080,0
299,Asus,Ultrabook,15.6,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Nvidia," GeForce 940MX",Windows,1.63,78215,1920,1080,0
300,Asus,Notebook,14.0,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.30,27120,1366,768,0
301,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,2.90,113060,1920,1080,0
302,Lenovo,Notebook,17.3,Intel," Core i5 7200U ",2.5,6,HDD,1024,0,Nvidia," GeForce GTX 940M",Windows,5.80,34579,1600,900,0
303,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,2048,0,Nvidia," GeForce 940MX","No OS",2.20,29251,1366,768,0
304,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.50,67399,1920,1080,0
305,Lenovo,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,1024,0,Intel," HD Graphics 505","No OS",2.20,19180,1366,768,0
306,HP,"2 in 1 Convertible",13.3,Intel," Core i7 7600U ",2.8,16,SSD,256,0,Intel," HD Graphics 620",Windows,1.28,105228,1920,1080,1
307,Toshiba,Notebook,15.6,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Nvidia," GeForce 930M",Windows,2.20,55571,1920,1080,0
308,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,Hybrid,128,1024,Nvidia," GeForce 940MX",Windows,2.30,43636,1920,1080,0
309,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Windows,1.86,24988,1920,1080,0
310,Lenovo,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.10,53227,1920,1080,0
311,Dell,Ultrabook,13.3,Intel," Core i7 8550U ",1.8,16,SSD,1024,0,Intel," UHD Graphics 620",Windows,1.21,133147,3840,2160,1
312,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,2.80,111835,1920,1080,0
313,Acer,Notebook,15.6,AMD," A8-Series 7410 ",2.2,8,SSD,256,0,AMD," Radeon R5",Windows,2.23,24988,1920,1080,0
314,Asus,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3350 ",1.1,2,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.10,14652,1366,768,1
315,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,Hybrid,128,1024,AMD," Radeon 530",Windows,2.33,44968,1920,1080,0
316,HP,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,16,SSD,1024,0,Intel," UHD Graphics 620",Windows,1.29,130483,3840,2160,1
317,Lenovo,Notebook,13.3,Intel," Celeron Dual Core 3855U ",1.6,4,"Flash Storage",16,0,Intel," HD Graphics 510","Chrome OS",1.45,24503,1366,768,0
318,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.95,52214,1920,1080,0
319,Acer,Notebook,11.6,Intel," Pentium Quad Core N3710 ",1.6,4,"Flash Storage",128,0,Intel," HD Graphics 405",Windows,1.40,25841,1366,768,0
320,HP,Notebook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.48,68838,1920,1080,0
321,Lenovo,Notebook,17.3,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Nvidia," GeForce 920MX",Windows,2.79,31382,1600,900,0
322,Asus,Notebook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.00,58288,1920,1080,0
323,HP,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,HDD,1024,0,Intel," UHD Graphics 620",Windows,2.10,48059,1366,768,0
324,Acer,Notebook,15.6,AMD," A12-Series 9720P ",2.7,8,SSD,256,0,AMD," Radeon RX 540",Windows,2.20,35112,1366,768,0
325,Lenovo,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.44,15558,1366,768,0
326,Acer,Notebook,15.6,Intel," Core i5 7200U ",2.5,6,HDD,1024,0,Intel," HD Graphics 620",Windows,8.23,29251,1366,768,0
327,Asus,Ultrabook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,1.70,55939,1920,1080,0
328,HP,Ultrabook,12.5,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.26,71129,1920,1080,0
329,Dell,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,32,SSD,1024,0,Nvidia," GeForce GTX 1050",Windows,2.06,140606,3840,2160,1
330,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.70,63883,1920,1080,0
331,Toshiba,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.00,50243,1920,1080,0
332,Asus,Notebook,14.0,Intel," Core i7 7500U ",2.7,8,Hybrid,256,1024,Intel," HD Graphics 620",Windows,2.00,71076,1920,1080,0
333,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Windows,1.85,23923,1920,1080,0
334,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.50,53227,1920,1080,0
335,HP,Notebook,14.0,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.48,67559,1920,1080,0
337,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.84,60952,1920,1080,0
338,Asus,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,1024,0,Intel," HD Graphics 500",Linux,2.00,14651,1366,768,0
339,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,2.00,60886,1920,1080,0
340,Dell,Notebook,15.6,Intel," Celeron Dual Core N3060 ",1.6,4,HDD,500,0,Intel," HD Graphics",Linux,2.20,14647,1366,768,0
341,Lenovo,Notebook,15.6,AMD," A12-Series 9720P ",3.6,12,HDD,2048,0,AMD," Radeon 530",Windows,2.20,47899,1920,1080,0
342,HP,Notebook,15.6,Intel," Core i3 7100U ",2.4,8,HDD,1024,0,Nvidia," GeForce 930MX ",Windows,2.10,38148,1920,1080,0
343,Lenovo,"2 in 1 Convertible",13.9,Intel," Core i7 8550U ",1.8,16,SSD,512,0,Intel," UHD Graphics 620",Windows,1.40,111835,3840,2160,1
344,Dell,Ultrabook,13.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.20,84129,1920,1080,0
345,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,2048,Nvidia," GeForce GTX 1050 Ti",Windows,2.40,60153,1920,1080,0
346,HP,Notebook,14.0,Intel," Celeron Dual Core N3060 ",1.6,2,"Flash Storage",32,0,Intel," HD Graphics 400",Windows,1.44,14865,1366,768,0
347,Dell,Ultrabook,15.6,Intel," Core i7 8650U ",1.9,16,SSD,512,256,Intel," UHD Graphics 620",Windows,1.88,85672,1920,1080,0
348,Asus,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.50,19980,1366,768,1
349,Dell,Ultrabook,15.6,Intel," Core i5 8250U ",1.6,8,HDD,1024,0,AMD," Radeon 530",Windows,0.00,35325,1920,1080,0
351,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.84,69477,1920,1080,0
352,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.70,75072,1920,1080,0
353,HP,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," Quadro M1200",Windows,2.60,92615,1920,1080,0
354,Toshiba,Notebook,15.6,Intel," Core i7 6500U ",2.5,16,SSD,512,0,Nvidia," GeForce 930M",Windows,2.40,74752,1920,1080,0
355,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,Hybrid,128,2048,AMD," Radeon 530",Windows,2.02,51730,1920,1080,0
356,Lenovo,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,1024,0,Intel," HD Graphics 500","No OS",2.20,17156,1366,768,0
357,Dell,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,2.65,53227,1920,1080,0
358,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,2048,0,Intel," HD Graphics 620",Windows,2.36,29697,1366,768,1
359,Dell,Notebook,14.0,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,76031,1920,1080,0
360,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.86,23390,1366,768,0
361,Asus,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.00,50350,1920,1080,0
362,Lenovo,Notebook,17.3,Intel," Core i5 7200U ",2.5,6,Hybrid,128,1024,Nvidia," GeForce GTX 940MX",Windows,2.80,38308,1600,900,0
